serie1_id,serie2_id,puntuacionSimilitud,algoritmo,fechaCalculada
ser_2402,ser_1574,0.58,cosine,2024-07-14
ser_2403,ser_2277,0.66,collaborative,2024-07-26
ser_2404,ser_1922,0.76,collaborative,2024-02-05
ser_2404,ser_0165,0.74,manual,2024-12-14
ser_2404,ser_0381,0.87,collaborative,2024-10-18
ser_2405,ser_2229,0.77,manual,2024-02-17
ser_2405,ser_0137,0.78,cosine,2025-01-29
ser_2405,ser_1003,0.53,collaborative,2024-08-01
ser_2406,ser_0620,0.62,cosine,2025-02-12
ser_2406,ser_1646,0.62,cosine,2025-03-15
ser_2407,ser_1674,0.57,jaccard,2024-01-17
ser_2408,ser_0248,0.6,manual,2024-09-07
ser_2408,ser_1563,0.75,manual,2024-04-12
ser_2409,ser_1362,0.43,cosine,2024-06-20
ser_2410,ser_1371,0.47,cosine,2025-02-21
ser_2410,ser_2034,0.69,jaccard,2024-05-01
ser_2411,ser_2700,0.7,manual,2024-01-18
ser_2411,ser_2581,0.67,jaccard,2024-08-07
ser_2411,ser_1596,0.53,manual,2024-11-25
ser_2412,ser_0832,0.5,cosine,2024-07-28
ser_2413,ser_0864,0.81,manual,2024-08-01
ser_2413,ser_1552,0.61,cosine,2024-09-28
ser_2414,ser_0706,0.67,cosine,2024-04-18
ser_2415,ser_1181,0.47,manual,2025-02-04
ser_2416,ser_0296,0.75,jaccard,2024-11-20
ser_2417,ser_0914,0.72,manual,2025-04-18
ser_2418,ser_0186,0.5,collaborative,2024-07-08
ser_2419,ser_0702,0.41,manual,2024-09-10
ser_2420,ser_0782,0.55,cosine,2024-04-06
ser_2420,ser_0957,0.77,cosine,2024-07-02
ser_2421,ser_0428,0.7,manual,2024-08-01
ser_2421,ser_1175,0.79,collaborative,2024-07-19
ser_2422,ser_1881,0.42,jaccard,2024-03-07
ser_2423,ser_1531,0.65,manual,2024-11-08
ser_2424,ser_0487,0.41,jaccard,2024-12-22
ser_2424,ser_0212,0.41,cosine,2024-07-02
ser_2424,ser_2411,0.55,manual,2024-03-07
ser_2425,ser_0885,0.71,cosine,2025-01-30
ser_2426,ser_2578,0.94,manual,2024-01-28
ser_2427,ser_0474,0.85,collaborative,2025-03-08
ser_2427,ser_0253,0.42,cosine,2024-03-30
ser_2427,ser_1665,0.46,manual,2024-12-05
ser_2428,ser_2294,0.66,collaborative,2024-04-21
ser_2428,ser_0511,0.64,jaccard,2024-09-08
ser_2429,ser_1721,0.61,cosine,2024-09-08
ser_2429,ser_1570,0.6,manual,2024-04-18
ser_2429,ser_1139,0.87,manual,2024-12-19
ser_2430,ser_0031,0.47,cosine,2024-02-23
ser_2431,ser_2300,0.63,collaborative,2024-07-03
ser_2432,ser_2330,0.77,jaccard,2024-06-01
ser_2433,ser_2515,0.69,collaborative,2025-02-19
ser_2434,ser_1419,0.91,jaccard,2024-04-10
ser_2435,ser_2271,0.64,manual,2024-07-27
ser_2435,ser_0421,0.51,collaborative,2025-01-27
ser_2436,ser_1698,0.69,cosine,2025-03-21
ser_2437,ser_0493,0.46,collaborative,2024-08-06
ser_2437,ser_1426,0.43,manual,2024-04-13
ser_2438,ser_2759,0.59,jaccard,2024-07-04
ser_2439,ser_1320,0.66,cosine,2025-02-27
ser_2440,ser_0845,0.85,cosine,2024-01-28
ser_2441,ser_2044,0.49,jaccard,2025-04-11
ser_2441,ser_1768,0.62,cosine,2024-01-25
ser_2441,ser_2767,0.73,collaborative,2024-12-06
ser_2442,ser_2310,0.59,jaccard,2024-04-24
ser_2443,ser_0457,0.84,collaborative,2025-02-11
ser_2443,ser_2084,0.73,cosine,2025-03-23
ser_2443,ser_2390,0.54,collaborative,2025-01-17
ser_2444,ser_0340,0.66,cosine,2024-03-05
ser_2444,ser_0009,0.92,jaccard,2024-04-21
ser_2445,ser_2970,0.64,manual,2024-11-23
ser_2445,ser_1199,0.56,cosine,2024-02-20
ser_2445,ser_2488,0.91,jaccard,2024-04-09
ser_2446,ser_2489,0.95,collaborative,2025-03-09
ser_2446,ser_2307,0.55,collaborative,2024-02-20
ser_2446,ser_2528,0.84,cosine,2024-05-24
ser_2447,ser_1459,0.63,jaccard,2025-03-01
ser_2448,ser_0006,0.9,collaborative,2025-03-18
ser_2449,ser_2312,0.73,jaccard,2025-03-21
ser_2449,ser_2055,0.57,jaccard,2024-06-09
ser_2449,ser_0659,0.81,jaccard,2024-08-24
ser_2450,ser_0970,0.95,cosine,2024-06-10
ser_2451,ser_0199,0.94,cosine,2025-02-25
ser_2451,ser_2507,0.7,cosine,2025-03-04
ser_2452,ser_1368,0.5,cosine,2025-04-30
ser_2452,ser_0172,0.79,manual,2024-09-28
ser_2452,ser_1426,0.6,manual,2025-04-07
ser_2453,ser_1633,0.45,collaborative,2024-06-13
ser_2454,ser_2501,0.72,manual,2024-04-29
ser_2454,ser_2160,0.91,cosine,2025-01-28
ser_2454,ser_0485,0.76,collaborative,2024-06-26
ser_2455,ser_1285,0.8,collaborative,2024-03-03
ser_2455,ser_0681,0.62,manual,2024-10-12
ser_2455,ser_0753,0.92,manual,2024-10-20
ser_2456,ser_2903,0.45,jaccard,2025-02-20
ser_2457,ser_0815,0.46,manual,2025-03-04
ser_2457,ser_1024,0.58,jaccard,2024-02-14
ser_2457,ser_2545,0.92,manual,2024-10-17
ser_2458,ser_0556,0.72,manual,2025-02-12
ser_2458,ser_2654,0.9,collaborative,2024-07-03
ser_2459,ser_1061,0.5,collaborative,2024-10-04
ser_2459,ser_1212,0.6,collaborative,2024-02-19
ser_2459,ser_1051,0.46,jaccard,2025-04-28
ser_2460,ser_2699,0.4,manual,2024-09-05
ser_2460,ser_2970,0.44,jaccard,2024-01-23
ser_2460,ser_1407,0.78,jaccard,2025-03-08
ser_2461,ser_0607,0.42,cosine,2024-04-08
ser_2461,ser_1419,0.55,cosine,2024-03-28
ser_2462,ser_0760,0.46,manual,2024-05-20
ser_2462,ser_0215,0.83,jaccard,2024-08-27
ser_2463,ser_2539,0.9,jaccard,2024-12-24
ser_2463,ser_0450,0.57,manual,2025-03-03
ser_2463,ser_1921,0.83,collaborative,2024-04-21
ser_2464,ser_1201,0.82,cosine,2024-07-06
ser_2464,ser_1558,0.6,cosine,2024-06-17
ser_2465,ser_2556,0.55,collaborative,2024-01-21
ser_2466,ser_1586,0.69,collaborative,2024-05-27
ser_2467,ser_2766,0.46,collaborative,2024-11-08
ser_2467,ser_1435,0.53,jaccard,2024-02-17
ser_2468,ser_1369,0.49,jaccard,2024-04-23
ser_2468,ser_0212,0.79,collaborative,2025-02-26
ser_2468,ser_0435,0.43,manual,2024-01-16
ser_2469,ser_0563,0.63,cosine,2024-02-14
ser_2470,ser_2969,0.55,jaccard,2024-12-17
ser_2471,ser_2072,0.87,jaccard,2024-11-10
ser_2472,ser_2037,0.86,jaccard,2024-05-06
ser_2472,ser_0453,0.78,cosine,2025-02-01
ser_2472,ser_1861,0.62,manual,2025-01-07
ser_2473,ser_0012,0.9,jaccard,2024-07-25
ser_2474,ser_0235,0.47,cosine,2025-04-01
ser_2474,ser_2025,0.54,jaccard,2025-04-07
ser_2474,ser_1038,0.93,cosine,2024-05-21
ser_2475,ser_0960,0.93,cosine,2024-03-29
ser_2475,ser_0135,0.75,cosine,2024-09-11
ser_2475,ser_0163,0.58,manual,2024-11-20
ser_2476,ser_1714,0.89,collaborative,2025-04-14
ser_2477,ser_0556,0.57,collaborative,2024-02-15
ser_2477,ser_2297,0.61,manual,2025-03-23
ser_2478,ser_0452,0.9,cosine,2024-02-29
ser_2478,ser_1154,0.68,manual,2024-06-02
ser_2479,ser_2210,0.84,jaccard,2025-01-07
ser_2480,ser_0762,0.78,collaborative,2024-02-11
ser_2480,ser_0445,0.78,jaccard,2025-03-01
ser_2481,ser_0585,0.64,cosine,2024-05-08
ser_2482,ser_2714,0.81,collaborative,2024-08-10
ser_2482,ser_1769,0.42,jaccard,2024-05-09
ser_2482,ser_0622,0.92,collaborative,2025-04-05
ser_2483,ser_1544,0.5,jaccard,2024-02-25
ser_2484,ser_0495,0.93,collaborative,2024-07-31
ser_2485,ser_2935,0.52,manual,2024-01-17
ser_2486,ser_2467,0.72,manual,2025-03-11
ser_2486,ser_0388,0.82,collaborative,2024-05-19
ser_2487,ser_2331,0.71,jaccard,2024-06-23
ser_2488,ser_1290,0.75,cosine,2025-03-16
ser_2489,ser_1753,0.91,cosine,2024-05-15
ser_2490,ser_2805,0.6,manual,2025-04-14
ser_2490,ser_1118,0.57,jaccard,2025-02-11
ser_2491,ser_2340,0.66,cosine,2025-04-02
ser_2492,ser_2853,0.53,collaborative,2024-10-15
ser_2493,ser_1633,0.87,cosine,2025-03-16
ser_2494,ser_0816,0.58,cosine,2024-10-30
ser_2495,ser_0632,0.78,manual,2024-01-20
ser_2495,ser_1586,0.43,manual,2024-05-30
ser_2495,ser_1993,0.81,manual,2024-07-25
ser_2496,ser_1517,0.66,manual,2024-02-14
ser_2497,ser_2975,0.68,collaborative,2024-06-19
ser_2497,ser_1320,0.66,cosine,2024-10-20
ser_2498,ser_0169,0.48,jaccard,2025-01-03
ser_2498,ser_1092,0.63,jaccard,2024-04-15
ser_2498,ser_2334,0.75,collaborative,2025-01-18
ser_2499,ser_1269,0.8,cosine,2024-01-08
ser_2500,ser_1222,0.92,collaborative,2024-10-30
ser_2500,ser_2343,0.49,collaborative,2024-11-13
ser_2500,ser_0212,0.44,jaccard,2024-11-13
ser_2501,ser_0442,0.46,cosine,2025-03-10
ser_2502,ser_2593,0.69,cosine,2024-12-15
ser_2503,ser_0487,0.51,collaborative,2024-12-20
ser_2503,ser_0467,0.83,cosine,2024-09-19
ser_2503,ser_1002,0.51,jaccard,2024-08-29
ser_2504,ser_2902,0.7,manual,2025-03-03
ser_2504,ser_1042,0.66,cosine,2025-02-16
ser_2504,ser_1190,0.62,cosine,2024-04-10
ser_2505,ser_0188,0.41,collaborative,2024-03-11
ser_2506,ser_1147,0.63,manual,2025-01-26
ser_2507,ser_1941,0.72,manual,2024-03-15
ser_2508,ser_1121,0.45,manual,2024-11-14
ser_2508,ser_0845,0.64,manual,2024-11-13
ser_2508,ser_2431,0.43,cosine,2025-04-28
ser_2509,ser_0159,0.86,manual,2024-08-30
ser_2510,ser_1031,0.63,collaborative,2024-01-13
ser_2511,ser_1392,0.61,collaborative,2024-05-13
ser_2511,ser_2212,0.91,jaccard,2024-07-17
ser_2512,ser_2853,0.73,cosine,2024-02-06
ser_2512,ser_2520,0.5,collaborative,2024-10-26
ser_2512,ser_0245,0.51,collaborative,2025-04-27
ser_2513,ser_0855,0.9,cosine,2024-01-08
ser_2513,ser_1049,0.53,cosine,2024-02-28
ser_2513,ser_0881,0.46,cosine,2025-02-06
ser_2514,ser_2351,0.79,manual,2025-03-08
ser_2514,ser_1631,0.78,jaccard,2025-03-24
ser_2514,ser_1382,0.73,cosine,2025-03-06
ser_2515,ser_2203,0.75,collaborative,2024-01-19
ser_2515,ser_2068,0.78,jaccard,2024-06-15
ser_2515,ser_2393,0.8,manual,2024-10-31
ser_2516,ser_1492,0.78,jaccard,2025-02-28
ser_2517,ser_2823,0.53,jaccard,2025-02-01
ser_2518,ser_2548,0.46,jaccard,2024-10-06
ser_2519,ser_0651,0.76,collaborative,2024-12-28
ser_2519,ser_1818,0.67,jaccard,2024-07-21
ser_2520,ser_2367,0.73,jaccard,2024-06-02
ser_2521,ser_1650,0.94,cosine,2024-06-08
ser_2521,ser_2639,0.79,collaborative,2025-03-15
ser_2522,ser_2480,0.9,manual,2024-11-12
ser_2523,ser_0495,0.83,collaborative,2025-01-31
ser_2523,ser_1514,0.94,cosine,2025-01-06
ser_2523,ser_2492,0.69,cosine,2024-09-20
ser_2524,ser_1364,0.88,cosine,2024-09-24
ser_2524,ser_1718,0.41,jaccard,2025-04-18
ser_2525,ser_1429,0.83,cosine,2025-01-17
ser_2526,ser_2670,0.62,manual,2024-12-25
ser_2527,ser_2932,0.59,collaborative,2024-04-23
ser_2527,ser_2367,0.89,jaccard,2024-03-22
ser_2527,ser_1094,0.94,jaccard,2024-02-04
ser_2528,ser_2614,0.84,jaccard,2024-03-18
ser_2529,ser_2236,0.47,jaccard,2024-01-24
ser_2530,ser_1732,0.93,cosine,2024-10-25
ser_2531,ser_1730,0.56,manual,2024-02-04
ser_2531,ser_1205,0.57,collaborative,2024-07-04
ser_2532,ser_2671,0.77,manual,2024-12-25
ser_2532,ser_1719,0.48,jaccard,2024-07-21
ser_2532,ser_0577,0.54,collaborative,2024-09-29
ser_2533,ser_0040,0.66,collaborative,2024-09-24
ser_2534,ser_0148,0.52,jaccard,2025-01-08
ser_2534,ser_1720,0.48,collaborative,2024-09-20
ser_2535,ser_2953,0.62,collaborative,2024-01-30
ser_2535,ser_2673,0.61,jaccard,2024-11-27
ser_2535,ser_1256,0.84,cosine,2024-04-30
ser_2536,ser_0511,0.56,collaborative,2024-11-03
ser_2536,ser_2611,0.49,cosine,2024-12-05
ser_2536,ser_1618,0.46,manual,2024-08-22
ser_2537,ser_0992,0.46,jaccard,2025-04-19
ser_2538,ser_0607,0.46,manual,2024-05-24
ser_2538,ser_0504,0.68,cosine,2025-04-01
ser_2539,ser_0571,0.57,jaccard,2024-09-18
ser_2540,ser_0839,0.9,manual,2024-09-15
ser_2541,ser_2303,0.4,cosine,2025-01-23
ser_2541,ser_1269,0.88,collaborative,2024-07-16
ser_2541,ser_0493,0.53,manual,2024-03-11
ser_2542,ser_0242,0.7,manual,2024-01-29
ser_2543,ser_1693,0.79,collaborative,2024-07-19
ser_2544,ser_0503,0.5,manual,2024-08-08
ser_2545,ser_2106,0.78,collaborative,2025-01-07
ser_2546,ser_2629,0.68,jaccard,2024-08-27
ser_2547,ser_2541,0.42,cosine,2024-11-28
ser_2548,ser_2750,0.43,manual,2024-07-21
ser_2548,ser_1226,0.48,collaborative,2024-09-05
ser_2549,ser_2819,0.74,collaborative,2024-09-21
ser_2549,ser_0854,0.87,cosine,2025-02-03
ser_2550,ser_2052,0.55,cosine,2024-01-22
ser_2550,ser_1331,0.43,collaborative,2024-07-15
ser_2551,ser_1828,0.79,cosine,2024-10-27
ser_2551,ser_0317,0.65,cosine,2024-12-15
ser_2552,ser_0854,0.55,collaborative,2024-04-06
ser_2553,ser_0427,0.81,collaborative,2024-03-18
ser_2553,ser_2821,0.57,collaborative,2024-04-21
ser_2554,ser_2119,0.44,cosine,2024-04-08
ser_2554,ser_2701,0.74,jaccard,2024-11-25
ser_2554,ser_0516,0.63,manual,2024-06-24
ser_2555,ser_0255,0.61,jaccard,2024-11-02
ser_2556,ser_0174,0.88,collaborative,2024-10-26
ser_2556,ser_1218,0.68,jaccard,2024-01-03
ser_2557,ser_0565,0.65,jaccard,2024-09-16
ser_2558,ser_2607,0.89,manual,2025-01-08
ser_2558,ser_2825,0.83,jaccard,2024-02-20
ser_2559,ser_0335,0.69,jaccard,2025-03-14
ser_2559,ser_2293,0.43,manual,2024-12-05
ser_2559,ser_0665,0.75,cosine,2024-02-14
ser_2560,ser_1398,0.55,jaccard,2024-01-25
ser_2561,ser_0367,0.71,cosine,2025-03-27
ser_2561,ser_2603,0.95,manual,2024-09-24
ser_2561,ser_1185,0.43,cosine,2025-02-12
ser_2562,ser_2435,0.61,manual,2024-02-17
ser_2562,ser_1124,0.47,collaborative,2025-02-25
ser_2562,ser_1510,0.73,collaborative,2024-07-29
ser_2563,ser_2949,0.91,cosine,2024-05-22
ser_2564,ser_1041,0.52,manual,2025-02-20
ser_2565,ser_2390,0.93,cosine,2025-04-25
ser_2566,ser_0644,0.68,cosine,2025-04-04
ser_2566,ser_2430,0.8,collaborative,2024-11-23
ser_2567,ser_2253,0.65,collaborative,2024-08-26
ser_2568,ser_0712,0.47,manual,2024-06-28
ser_2569,ser_0565,0.65,jaccard,2024-02-17
ser_2570,ser_0524,0.44,manual,2024-04-09
ser_2570,ser_1471,0.86,cosine,2024-05-14
ser_2571,ser_1448,0.95,jaccard,2024-01-29
ser_2571,ser_2325,0.73,jaccard,2024-09-13
ser_2572,ser_1958,0.85,cosine,2024-08-30
ser_2573,ser_1553,0.54,cosine,2024-01-06
ser_2573,ser_0519,0.86,collaborative,2024-12-03
ser_2573,ser_1704,0.92,collaborative,2024-02-15
ser_2574,ser_2994,0.75,collaborative,2024-04-23
ser_2574,ser_2879,0.61,manual,2024-05-11
ser_2575,ser_1125,0.63,jaccard,2025-01-19
ser_2575,ser_0979,0.69,cosine,2024-11-28
ser_2575,ser_0574,0.61,collaborative,2024-07-27
ser_2576,ser_1660,0.56,collaborative,2025-03-11
ser_2576,ser_1816,0.52,cosine,2024-11-04
ser_2577,ser_2544,0.48,cosine,2024-01-14
ser_2577,ser_0383,0.73,manual,2024-11-25
ser_2578,ser_0501,0.61,jaccard,2025-01-19
ser_2579,ser_0522,0.46,jaccard,2024-06-10
ser_2579,ser_0285,0.6,jaccard,2025-03-29
ser_2580,ser_0014,0.51,collaborative,2025-01-10
ser_2580,ser_1565,0.7,manual,2024-08-17
ser_2580,ser_1695,0.53,manual,2024-11-24
ser_2581,ser_0957,0.55,jaccard,2025-02-26
ser_2582,ser_1926,0.93,manual,2024-07-23
ser_2583,ser_1782,0.55,cosine,2024-01-25
ser_2583,ser_1859,0.93,cosine,2024-01-11
ser_2584,ser_2098,0.51,collaborative,2025-04-10
ser_2584,ser_2756,0.68,jaccard,2024-08-12
ser_2585,ser_0742,0.6,manual,2024-04-06
ser_2585,ser_0532,0.79,cosine,2024-05-22
ser_2586,ser_2723,0.56,collaborative,2024-07-02
ser_2586,ser_2554,0.47,manual,2025-03-03
ser_2587,ser_1004,0.9,cosine,2025-01-15
ser_2588,ser_0497,0.87,cosine,2024-03-02
ser_2588,ser_2481,0.83,manual,2024-10-27
ser_2588,ser_2568,0.9,manual,2024-07-03
ser_2589,ser_1549,0.68,manual,2024-10-21
ser_2589,ser_1537,0.49,collaborative,2024-08-03
ser_2590,ser_0045,0.91,collaborative,2025-02-21
ser_2590,ser_0123,0.57,cosine,2024-02-16
ser_2591,ser_1002,0.43,collaborative,2024-04-04
ser_2591,ser_0737,0.74,cosine,2025-03-14
ser_2591,ser_0677,0.78,cosine,2024-01-25
ser_2592,ser_2831,0.5,manual,2025-03-24
ser_2593,ser_1291,0.88,jaccard,2025-03-17
ser_2593,ser_2438,0.69,cosine,2024-01-12
ser_2594,ser_1410,0.48,jaccard,2024-10-17
ser_2595,ser_1645,0.92,jaccard,2024-02-20
ser_2595,ser_2986,0.46,collaborative,2025-04-07
ser_2595,ser_0723,0.45,cosine,2025-02-14
ser_2596,ser_2117,0.81,jaccard,2025-01-15
ser_2596,ser_0302,0.78,collaborative,2024-01-28
ser_2596,ser_1438,0.48,jaccard,2025-04-25
ser_2597,ser_2060,0.87,jaccard,2024-10-27
ser_2597,ser_1737,0.48,collaborative,2025-04-22
ser_2597,ser_0031,0.62,cosine,2024-10-22
ser_2598,ser_2086,0.42,jaccard,2024-07-11
ser_2598,ser_0531,0.82,jaccard,2024-10-28
ser_2598,ser_2339,0.93,cosine,2024-08-15
ser_2599,ser_0872,0.77,collaborative,2024-12-16
ser_2600,ser_1718,0.94,cosine,2024-05-04
ser_2601,ser_2828,0.75,manual,2024-04-08
ser_2601,ser_1049,0.49,jaccard,2025-01-15
ser_2601,ser_0034,0.48,manual,2024-04-22
ser_2602,ser_1607,0.7,cosine,2024-04-24
ser_2603,ser_2364,0.75,cosine,2024-08-30
ser_2604,ser_0278,0.59,collaborative,2024-03-13
ser_2605,ser_1080,0.6,manual,2025-04-19
ser_2605,ser_1884,0.9,collaborative,2024-08-10
ser_2606,ser_0586,0.46,jaccard,2024-07-25
ser_2607,ser_1290,0.42,collaborative,2024-12-14
ser_2607,ser_1770,0.61,manual,2024-05-15
ser_2607,ser_0500,0.93,cosine,2024-08-18
ser_2608,ser_0933,0.81,collaborative,2025-04-05
ser_2609,ser_2678,0.85,jaccard,2025-04-16
ser_2609,ser_0659,0.61,cosine,2024-10-16
ser_2610,ser_1218,0.92,jaccard,2024-06-20
ser_2610,ser_1461,0.66,manual,2024-10-23
ser_2611,ser_0265,0.91,manual,2024-02-03
ser_2611,ser_1661,0.53,jaccard,2024-04-10
ser_2612,ser_2527,0.92,manual,2024-12-23
ser_2612,ser_2837,0.63,collaborative,2024-02-29
ser_2612,ser_1883,0.55,manual,2024-11-06
ser_2613,ser_1445,0.54,manual,2024-09-17
ser_2613,ser_1669,0.94,jaccard,2024-02-22
ser_2613,ser_0608,0.59,cosine,2024-03-17
ser_2614,ser_1334,0.56,cosine,2024-10-11
ser_2615,ser_1088,0.91,collaborative,2024-04-04
ser_2616,ser_2055,0.76,collaborative,2024-08-10
ser_2617,ser_1891,0.54,jaccard,2025-03-11
ser_2618,ser_0813,0.79,collaborative,2024-10-04
ser_2619,ser_0602,0.54,jaccard,2024-03-02
ser_2620,ser_1353,0.61,manual,2024-09-12
ser_2620,ser_2526,0.45,collaborative,2024-09-05
ser_2621,ser_1847,0.44,cosine,2024-04-01
ser_2622,ser_0303,0.57,manual,2024-01-31
ser_2623,ser_0605,0.4,jaccard,2024-03-25
ser_2623,ser_2757,0.81,collaborative,2024-06-19
ser_2624,ser_1698,0.91,manual,2025-02-08
ser_2625,ser_2318,0.81,collaborative,2025-04-10
ser_2625,ser_2875,0.92,jaccard,2024-03-15
ser_2626,ser_0450,0.62,collaborative,2025-04-13
ser_2627,ser_0642,0.73,cosine,2024-02-20
ser_2628,ser_2350,0.54,collaborative,2024-05-26
ser_2629,ser_1206,0.58,collaborative,2024-03-29
ser_2629,ser_0810,0.73,cosine,2025-03-21
ser_2629,ser_1300,0.78,manual,2024-01-08
ser_2630,ser_1489,0.81,collaborative,2024-01-30
ser_2631,ser_0776,0.41,cosine,2024-03-02
ser_2631,ser_0169,0.57,collaborative,2024-03-07
ser_2631,ser_1549,0.6,cosine,2024-04-21
ser_2632,ser_1222,0.5,cosine,2024-07-28
ser_2633,ser_2114,0.81,cosine,2024-12-14
ser_2634,ser_2885,0.94,manual,2024-03-10
ser_2634,ser_0596,0.75,collaborative,2024-09-24
ser_2635,ser_0292,0.48,cosine,2024-07-06
ser_2635,ser_1700,0.72,cosine,2024-06-08
ser_2636,ser_2676,0.69,jaccard,2024-02-26
ser_2636,ser_2603,0.93,cosine,2025-03-21
ser_2636,ser_2468,0.87,manual,2024-06-12
ser_2637,ser_2299,0.51,manual,2024-07-11
ser_2638,ser_1364,0.63,manual,2024-08-26
ser_2639,ser_0604,0.89,jaccard,2025-04-28
ser_2639,ser_0391,0.58,collaborative,2024-03-22
ser_2639,ser_2516,0.75,manual,2024-06-17
ser_2640,ser_0221,0.69,collaborative,2025-02-05
ser_2640,ser_0590,0.94,jaccard,2024-05-22
ser_2641,ser_1334,0.79,manual,2025-01-24
ser_2642,ser_1152,0.56,jaccard,2024-06-24
ser_2643,ser_1706,0.6,collaborative,2024-10-28
ser_2644,ser_1091,0.72,manual,2024-03-20
ser_2644,ser_0801,0.64,manual,2024-02-01
ser_2644,ser_0015,0.68,manual,2024-09-19
ser_2645,ser_2361,0.68,jaccard,2024-02-04
ser_2645,ser_1183,0.5,manual,2024-11-06
ser_2646,ser_2059,0.95,jaccard,2024-09-28
ser_2646,ser_2826,0.55,collaborative,2024-04-16
ser_2647,ser_0395,0.75,manual,2024-01-13
ser_2647,ser_1689,0.8,collaborative,2024-07-01
ser_2647,ser_0491,0.76,collaborative,2024-01-31
ser_2648,ser_0531,0.86,manual,2025-01-16
ser_2649,ser_2914,0.47,manual,2024-03-31
ser_2650,ser_1592,0.59,manual,2024-12-02
ser_2650,ser_2928,0.65,cosine,2024-09-07
ser_2650,ser_0837,0.45,cosine,2024-06-17
ser_2651,ser_0046,0.91,manual,2025-01-09
ser_2651,ser_1501,0.57,jaccard,2024-03-12
ser_2651,ser_2345,0.74,manual,2024-12-15
ser_2652,ser_1654,0.42,collaborative,2025-02-18
ser_2653,ser_1106,0.88,jaccard,2025-01-31
ser_2653,ser_0411,0.8,cosine,2024-07-03
ser_2653,ser_1942,0.87,cosine,2025-04-18
ser_2654,ser_1307,0.41,jaccard,2024-04-14
ser_2654,ser_2374,0.83,manual,2024-07-27
ser_2654,ser_0973,0.51,cosine,2024-12-07
ser_2655,ser_1883,0.6,manual,2024-05-18
ser_2655,ser_1644,0.77,cosine,2025-03-04
ser_2655,ser_2846,0.73,cosine,2024-01-07
ser_2656,ser_0067,0.55,collaborative,2025-04-09
ser_2657,ser_0690,0.47,cosine,2024-08-17
ser_2658,ser_1657,0.89,cosine,2025-01-31
ser_2659,ser_1748,0.52,manual,2024-12-17
ser_2660,ser_1455,0.71,jaccard,2025-03-16
ser_2660,ser_2823,0.4,manual,2024-09-17
ser_2661,ser_2859,0.95,jaccard,2024-03-20
ser_2662,ser_2134,0.63,manual,2024-11-18
ser_2662,ser_1770,0.58,jaccard,2025-03-19
ser_2662,ser_0949,0.88,jaccard,2025-03-24
ser_2663,ser_1546,0.64,jaccard,2024-07-01
ser_2664,ser_2812,0.85,collaborative,2025-01-03
ser_2665,ser_2096,0.6,cosine,2024-12-31
ser_2665,ser_2068,0.4,collaborative,2024-08-24
ser_2665,ser_2214,0.87,collaborative,2024-04-16
ser_2666,ser_0686,0.93,collaborative,2024-10-03
ser_2667,ser_0588,0.73,collaborative,2024-02-16
ser_2668,ser_0639,0.83,collaborative,2025-02-03
ser_2669,ser_0492,0.54,collaborative,2024-06-01
ser_2670,ser_2249,0.66,collaborative,2024-05-13
ser_2670,ser_1775,0.5,cosine,2024-10-16
ser_2671,ser_0929,0.84,jaccard,2024-05-30
ser_2671,ser_0793,0.76,manual,2025-04-29
ser_2672,ser_1004,0.46,jaccard,2024-12-22
ser_2672,ser_0842,0.47,cosine,2024-12-21
ser_2672,ser_1558,0.7,collaborative,2025-03-18
ser_2673,ser_0522,0.67,jaccard,2024-06-07
ser_2674,ser_0423,0.54,manual,2024-07-13
ser_2675,ser_0975,0.7,jaccard,2024-08-28
ser_2676,ser_2177,0.9,cosine,2024-08-23
ser_2676,ser_2587,0.43,cosine,2025-02-22
ser_2676,ser_1487,0.45,cosine,2024-11-21
ser_2677,ser_2005,0.75,jaccard,2024-07-24
ser_2678,ser_1347,0.57,manual,2025-02-22
ser_2678,ser_2526,0.79,manual,2024-10-04
ser_2678,ser_0591,0.42,manual,2025-03-19
ser_2679,ser_2802,0.5,collaborative,2025-04-16
ser_2679,ser_1019,0.89,jaccard,2024-01-19
ser_2680,ser_2243,0.64,cosine,2025-03-05
ser_2681,ser_0798,0.72,manual,2024-10-01
ser_2681,ser_1649,0.83,manual,2024-11-22
ser_2681,ser_1576,0.47,manual,2024-04-06
ser_2682,ser_0217,0.41,collaborative,2024-10-27
ser_2682,ser_1356,0.62,collaborative,2024-01-25
ser_2682,ser_2431,0.5,jaccard,2024-06-18
ser_2683,ser_0927,0.47,manual,2025-03-28
ser_2684,ser_1624,0.91,collaborative,2025-01-31
ser_2685,ser_1439,0.69,cosine,2024-02-27
ser_2685,ser_1497,0.83,jaccard,2024-09-11
ser_2686,ser_1684,0.94,cosine,2024-05-10
ser_2687,ser_2027,0.64,cosine,2024-02-05
ser_2688,ser_1866,0.76,collaborative,2025-02-10
ser_2688,ser_1844,0.85,jaccard,2024-06-22
ser_2689,ser_0115,0.65,cosine,2024-05-04
ser_2689,ser_2645,0.42,collaborative,2024-05-02
ser_2690,ser_0142,0.52,cosine,2024-12-29
ser_2691,ser_0530,0.68,collaborative,2025-01-27
ser_2691,ser_1806,0.56,jaccard,2025-01-10
ser_2692,ser_1370,0.74,collaborative,2025-02-06
ser_2693,ser_2386,0.41,collaborative,2024-02-15
ser_2693,ser_0757,0.49,collaborative,2024-04-17
ser_2694,ser_0287,0.62,manual,2024-06-11
