actor_id,serie_id,personaje,protagonista,temporadas
act_0719,ser_2616,Rebelde,True,1|7|8
act_0298,ser_2616,Amigo/a,True,1|2|3|4|5|6|7|8
act_0716,ser_2616,Soldado,False,4|5
act_0090,ser_2616,Espía,False,1|2|6|7|8
act_0641,ser_2616,Líder,False,1|3|6
act_0132,ser_2616,Amigo/a,False,1|4|6
act_0251,ser_2616,Profesor,False,1|2|3|4|5|6|7|8
act_0661,ser_2617,Protagonista A,True,1|2|3|4|5|6|9|10|11
act_0589,ser_2617,Profesor,True,1|4|5|6|8|9|10
act_0515,ser_2617,Espía,False,10
act_0401,ser_2617,Antagonista Principal,False,1|5|7|8|11
act_0290,ser_2617,Detective,False,1|2|4|5|6|7|8|9|10|11
act_0785,ser_2618,Detective,True,1
act_0066,ser_2618,Rebelde,True,1
act_0043,ser_2618,Espía,False,1
act_0058,ser_2618,Soldado,False,1
act_0183,ser_2618,Mentor,False,1
act_0010,ser_2619,Protagonista A,True,2|3|5
act_0459,ser_2619,Amigo/a,True,1|4|5
act_0350,ser_2619,Soldado,False,1|2|3|4|5
act_0298,ser_2619,Protagonista A,False,1|4|5
act_0767,ser_2619,Detective,False,1|2|3|4|5
act_0076,ser_2619,Detective,False,2|5
act_0124,ser_2619,Espía,False,5
act_0526,ser_2620,Protagonista B,True,1|3|4
act_0752,ser_2620,Detective,True,2|3|5
act_0294,ser_2620,Antagonista Principal,False,1|2|3|4|5
act_0494,ser_2620,Mentor,False,1|2|3|5
act_0096,ser_2620,Detective,False,1|3
act_0735,ser_2620,Antagonista Principal,False,1|2|3|4|5
act_0195,ser_2620,Hijo/a,False,1|3|5
act_0759,ser_2620,Padre/Madre,False,1|2|3|5
act_0770,ser_2621,Protagonista B,True,1|3|5
act_0197,ser_2621,Hijo/a,True,6
act_0079,ser_2621,Profesor,False,4
act_0398,ser_2621,Espía,False,1|2|3|4|5|6
act_0249,ser_2621,Hijo/a,False,1|3|6
act_0509,ser_2621,Protagonista A,False,1|3|4|5
act_0547,ser_2621,Médico,False,1|2|3|4|5|6
act_0385,ser_2622,Detective,True,2
act_0046,ser_2622,Protagonista B,True,1|3|7
act_0451,ser_2622,Soldado,False,2|3|6
act_0488,ser_2622,Rebelde,False,3|4|5|7
act_0471,ser_2622,Profesor,False,1|2|3|4|5|6|7
act_0210,ser_2622,Médico,False,1|2|3|4|5|6|7
act_0563,ser_2623,Protagonista A,True,6|8|11
act_0441,ser_2623,Soldado,True,3|4|8|9|11
act_0570,ser_2623,Antagonista Principal,False,1|2|3|4|6|8|9|12
act_0028,ser_2623,Espía,False,1|4|5|7|8|9|10|11
act_0191,ser_2624,Profesor,True,1
act_0004,ser_2624,Rebelde,True,1
act_0439,ser_2624,Mentor,False,1
act_0033,ser_2624,Profesor,False,1
act_0411,ser_2624,Líder,False,1
act_0087,ser_2625,Profesor,True,4|5
act_0444,ser_2625,Profesor,True,1|3|4|5
act_0627,ser_2625,Detective,False,1|3|4
act_0083,ser_2625,Espía,False,1|2|4|5
act_0608,ser_2625,Protagonista B,False,2|4
act_0099,ser_2626,Amigo/a,True,3
act_0719,ser_2626,Hijo/a,True,2
act_0731,ser_2626,Hijo/a,False,1|2|3|5
act_0515,ser_2627,Mentor,True,4
act_0506,ser_2627,Antagonista Principal,True,1|2|5
act_0719,ser_2627,Soldado,False,3|5|6
act_0558,ser_2627,Antagonista Principal,False,1|2|3|4|5|6
act_0600,ser_2627,Mentor,False,3|5|6
act_0777,ser_2627,Protagonista B,False,1|4
act_0015,ser_2627,Médico,False,3|5|6
act_0500,ser_2627,Mentor,False,1|4|6
act_0614,ser_2628,Espía,True,2|4|7|9
act_0618,ser_2628,Rebelde,True,4|5
act_0138,ser_2628,Profesor,False,1|2|3|4|5|6|7|8|9
act_0710,ser_2628,Protagonista B,False,1|2|4|5|7|8|9
act_0099,ser_2628,Soldado,False,1|2|3|4|5|6|7|9
act_0571,ser_2628,Padre/Madre,False,1|5|6|7|8
act_0767,ser_2628,Líder,False,1|2|3|4|5|6|7|8|9
act_0433,ser_2629,Soldado,True,2|3|4
act_0558,ser_2629,Detective,True,1|2|3|5|6|9|10
act_0626,ser_2629,Protagonista B,False,1|2|6|7|8|9
act_0308,ser_2629,Protagonista A,False,1|3
act_0161,ser_2630,Profesor,True,3|8
act_0090,ser_2630,Protagonista B,True,4|5|6|7
act_0054,ser_2630,Médico,False,1|5|6|7
act_0532,ser_2631,Protagonista A,True,1|2|3|4|5|6|7
act_0550,ser_2631,Padre/Madre,True,2|3|4|5|6
act_0404,ser_2631,Antagonista Principal,False,2|3|4|5|6|7
act_0155,ser_2631,Detective,False,1|2|3|4|5|6|7
act_0121,ser_2632,Soldado,True,2|3|4|5|7|8
act_0769,ser_2632,Detective,True,1|2|3|5|6|7|8
act_0100,ser_2632,Detective,False,2|6
act_0590,ser_2632,Espía,False,1|2|3|4|5|6|7|8
act_0742,ser_2632,Médico,False,1|3|4|5|6|7|8
act_0115,ser_2633,Antagonista Principal,True,1|2|6|7|8
act_0631,ser_2633,Antagonista Principal,True,4
act_0472,ser_2633,Profesor,False,1|3|4|5|6|8|9
act_0521,ser_2634,Espía,True,3
act_0450,ser_2634,Antagonista Principal,True,1|2|3|4|5
act_0214,ser_2634,Rebelde,False,1|2|3|5
act_0211,ser_2634,Amigo/a,False,2|3|4
act_0289,ser_2634,Protagonista B,False,2|3|4
act_0172,ser_2634,Soldado,False,1|2|3|5
act_0256,ser_2634,Rebelde,False,1|4|5
act_0628,ser_2635,Mentor,True,2|6
act_0311,ser_2635,Protagonista B,True,2|4|6|8
act_0392,ser_2635,Mentor,False,1|2|3|5|6|7|8|9
act_0476,ser_2635,Mentor,False,2|3|4|6|7|9
act_0599,ser_2636,Profesor,True,1|4
act_0183,ser_2636,Soldado,True,1|2|4
act_0222,ser_2636,Rebelde,False,1|2
act_0467,ser_2636,Profesor,False,3
act_0408,ser_2636,Espía,False,3|4
act_0522,ser_2636,Médico,False,1|2|3
act_0477,ser_2636,Profesor,False,1|2|3|4
act_0769,ser_2636,Antagonista Principal,False,1|2|3|4
act_0259,ser_2637,Líder,True,5|6
act_0771,ser_2637,Profesor,True,2|4|6
act_0143,ser_2637,Hijo/a,False,1|2|3|4|5|6
act_0687,ser_2637,Antagonista Principal,False,1|2|3|4|5|6
act_0770,ser_2637,Mentor,False,1|3|4|5|6
act_0298,ser_2637,Protagonista B,False,1|2|5|6
act_0642,ser_2637,Médico,False,3
act_0147,ser_2637,Hijo/a,False,4
act_0522,ser_2638,Detective,True,2|4|7|9
act_0076,ser_2638,Protagonista B,True,7|9|10
act_0333,ser_2638,Soldado,False,1|8|10
act_0725,ser_2638,Protagonista B,False,1|7
act_0423,ser_2638,Espía,False,1|2|3|4|5|6|7|10
act_0287,ser_2639,Rebelde,True,2|3|4|5|6|7
act_0582,ser_2639,Espía,True,1|2|3|4|5
act_0353,ser_2639,Protagonista A,False,3|7
act_0338,ser_2640,Protagonista B,True,1|2|3
act_0375,ser_2640,Amigo/a,True,2
act_0781,ser_2640,Protagonista A,False,1|2|3
act_0033,ser_2640,Protagonista B,False,2|3
act_0467,ser_2640,Antagonista Principal,False,1|2
act_0222,ser_2640,Médico,False,1|2|3
act_0570,ser_2640,Mentor,False,2
act_0272,ser_2640,Espía,False,1|2|3
act_0465,ser_2641,Soldado,True,1|2
act_0781,ser_2641,Soldado,True,1|2
act_0603,ser_2641,Espía,False,1|2
act_0570,ser_2641,Protagonista B,False,1|2
act_0641,ser_2641,Profesor,False,2
act_0682,ser_2641,Amigo/a,False,1
act_0238,ser_2641,Líder,False,1
act_0791,ser_2642,Líder,True,1|3|4|7
act_0073,ser_2642,Soldado,True,1|2|3|4|6|7|8
act_0398,ser_2642,Padre/Madre,False,3|4
act_0393,ser_2642,Soldado,False,1|2|3|5|6|8
act_0661,ser_2643,Soldado,True,1|2|3|4|5|6|7|8|10|11|12
act_0712,ser_2643,Protagonista B,True,4|5|11|12
act_0368,ser_2643,Hijo/a,False,6|12
act_0135,ser_2643,Médico,False,7|9|11
act_0572,ser_2643,Protagonista A,False,1|2|5|7|9|12
act_0564,ser_2643,Líder,False,3|4|7|9|10|12
act_0270,ser_2644,Médico,True,1|2|3|4|7
act_0235,ser_2644,Antagonista Principal,True,4
act_0785,ser_2644,Mentor,False,2|8
act_0411,ser_2644,Rebelde,False,4|7
act_0154,ser_2644,Padre/Madre,False,7|8
act_0780,ser_2645,Profesor,True,1|2|4|5|6
act_0273,ser_2645,Profesor,True,1|2|3|4|5
act_0317,ser_2645,Rebelde,False,1|2|3|4
act_0080,ser_2645,Mentor,False,3|5
act_0540,ser_2645,Padre/Madre,False,1|2|3|4|5|6
act_0208,ser_2646,Amigo/a,True,1|2|3|4|5|6|7|8|9
act_0691,ser_2646,Médico,True,2|3|4|5|6|7|8
act_0319,ser_2646,Líder,False,6|8
act_0244,ser_2646,Detective,False,1|3|4|7|8
act_0746,ser_2647,Mentor,True,2|3|4|11
act_0781,ser_2647,Líder,True,1|2|3|4|5|6|7|8|9|10|11|12
act_0647,ser_2647,Protagonista A,False,2|4|5|8|11|12
act_0548,ser_2647,Soldado,False,2|3|4|5|6|8|9|10|11|12
act_0267,ser_2647,Hijo/a,False,1|2|3|4|5|6|7|8|9|10|11|12
act_0750,ser_2648,Profesor,True,1|2|4|5
act_0137,ser_2648,Protagonista A,True,1|2
act_0436,ser_2648,Protagonista B,False,1|3|4|6
act_0713,ser_2648,Hijo/a,False,2|5
act_0485,ser_2648,Padre/Madre,False,1|4|5|6
act_0008,ser_2648,Detective,False,1|3|4|5|6
act_0622,ser_2648,Amigo/a,False,1|2|3
act_0361,ser_2649,Protagonista A,True,5
act_0635,ser_2649,Protagonista B,True,1|2|3|4|5
act_0755,ser_2649,Médico,False,1|2|4
act_0201,ser_2649,Hijo/a,False,1|2|3|5
act_0314,ser_2649,Protagonista A,False,1|2|3|4|5|6
act_0170,ser_2649,Antagonista Principal,False,2|3|4|6
act_0678,ser_2649,Espía,False,1|2|3|4|5|6
act_0285,ser_2649,Mentor,False,4|5
act_0015,ser_2650,Profesor,True,1|3|4
act_0541,ser_2650,Detective,True,1|2|3|4
act_0063,ser_2650,Médico,False,2|3|4
act_0264,ser_2650,Espía,False,4
act_0784,ser_2651,Espía,True,4
act_0292,ser_2651,Médico,True,1|2|4|5|6
act_0607,ser_2651,Padre/Madre,False,3
act_0789,ser_2651,Amigo/a,False,1|2|3|5|6
act_0245,ser_2651,Espía,False,3|5|6
act_0017,ser_2651,Médico,False,1|2|3|4|5|6
act_0579,ser_2651,Soldado,False,1|2|3|4|5|6
act_0533,ser_2652,Protagonista A,True,1|2|3|4
act_0415,ser_2652,Profesor,True,1|2|3
act_0520,ser_2652,Médico,False,1|2|3|4
act_0051,ser_2653,Hijo/a,True,1
act_0432,ser_2653,Líder,True,1
act_0176,ser_2653,Líder,False,1
act_0012,ser_2653,Protagonista A,False,1
act_0443,ser_2653,Padre/Madre,False,1
act_0002,ser_2653,Amigo/a,False,1
act_0068,ser_2654,Espía,True,1|3|4|5
act_0388,ser_2654,Soldado,True,7
act_0302,ser_2654,Profesor,False,4|7
act_0674,ser_2654,Mentor,False,1|4|5
act_0251,ser_2655,Detective,True,3|4
act_0249,ser_2655,Líder,True,1|3|4
act_0729,ser_2655,Protagonista B,False,1|2|3|4|5
act_0374,ser_2655,Soldado,False,1|3|4|5
act_0695,ser_2656,Protagonista A,True,6
act_0138,ser_2656,Soldado,True,3|5|6
act_0668,ser_2656,Soldado,False,1|2|3|5
act_0283,ser_2657,Espía,True,1|5|6|9|11
act_0352,ser_2657,Padre/Madre,True,4
act_0192,ser_2657,Rebelde,False,1|2|3|5|6|8|9|10|11
act_0681,ser_2657,Rebelde,False,3|5|6|7|8|10|11|12
act_0552,ser_2657,Protagonista A,False,1|3|4|5|6|7|12
act_0152,ser_2658,Padre/Madre,True,3|5|6|8
act_0234,ser_2658,Protagonista A,True,1|2|5|7|8
act_0153,ser_2658,Líder,False,1|3|5|7|8
act_0667,ser_2658,Mentor,False,1|2|3|5|6|7|8
act_0603,ser_2658,Líder,False,5|6|7
act_0697,ser_2658,Protagonista A,False,1|2|3|6|8
act_0159,ser_2658,Antagonista Principal,False,1|4|5|7
act_0738,ser_2659,Amigo/a,True,3|5|6|7
act_0573,ser_2659,Líder,True,1|2|4|5|6
act_0455,ser_2659,Rebelde,False,1|2|4|5|6|7
act_0035,ser_2659,Rebelde,False,2|5
act_0097,ser_2659,Soldado,False,2|5
act_0669,ser_2659,Amigo/a,False,1|2|5|6|7
act_0017,ser_2660,Rebelde,True,2|3|5
act_0504,ser_2660,Amigo/a,True,1|3|4|5
act_0430,ser_2660,Antagonista Principal,False,1|2|3|4|5
act_0394,ser_2660,Antagonista Principal,False,4|5
act_0155,ser_2661,Profesor,True,1
act_0724,ser_2661,Profesor,True,1
act_0794,ser_2661,Detective,False,1
act_0371,ser_2661,Médico,False,1
act_0047,ser_2661,Rebelde,False,1
act_0630,ser_2661,Protagonista A,False,1
act_0658,ser_2662,Líder,True,2|6|11
act_0464,ser_2662,Profesor,True,3
act_0072,ser_2662,Médico,False,2|5|7|8|10
act_0058,ser_2662,Mentor,False,1|2|3|8|9|10
act_0739,ser_2662,Protagonista A,False,1|3|4|5|6|7|8|9|10|11
act_0354,ser_2662,Mentor,False,1|2|3|4|5|6|7|8|9|10|11
act_0579,ser_2662,Hijo/a,False,6
act_0438,ser_2663,Hijo/a,True,1|2|3|4|5|6|7
act_0554,ser_2663,Protagonista B,True,1
act_0342,ser_2663,Hijo/a,False,1|3|4|7
act_0718,ser_2663,Detective,False,1|2|5
act_0211,ser_2663,Protagonista B,False,1|2|4|6
act_0434,ser_2664,Mentor,True,1|2|3|4|6|7|8|9|10|11|12
act_0520,ser_2664,Amigo/a,True,1|5|10|11|12
act_0737,ser_2664,Padre/Madre,False,1|4|6|10
act_0522,ser_2665,Protagonista A,True,1|2|3|4|5|7|8|9|10
act_0292,ser_2665,Mentor,True,1|2|3|4|5|6|7|8|9|10
act_0569,ser_2665,Rebelde,False,1|2|6|8
act_0385,ser_2665,Protagonista B,False,1|2|5|7|8
act_0384,ser_2665,Líder,False,2|9
act_0258,ser_2665,Amigo/a,False,1|2|3|4|5|6|7|8|9|10
act_0187,ser_2665,Protagonista B,False,1|2|3|4|5|7|8|9
act_0695,ser_2665,Protagonista A,False,1|2|3|5|6|7|8|10
act_0351,ser_2666,Antagonista Principal,True,2|3|4|9
act_0752,ser_2666,Soldado,True,1|2|3|4|6|7|8|10
act_0319,ser_2666,Mentor,False,3|5|6
act_0705,ser_2667,Soldado,True,1|4|7
act_0526,ser_2667,Amigo/a,True,1|2|3|4|6
act_0672,ser_2667,Protagonista A,False,4|7
act_0685,ser_2668,Protagonista B,True,1|2|3|4
act_0489,ser_2668,Rebelde,True,5|6|7|8|10
act_0653,ser_2668,Mentor,False,1|4|5|6|7|9|10
act_0684,ser_2669,Mentor,True,1|2
act_0741,ser_2669,Antagonista Principal,True,1|2
act_0348,ser_2669,Antagonista Principal,False,2
act_0132,ser_2669,Líder,False,2
act_0285,ser_2669,Mentor,False,1
act_0036,ser_2669,Padre/Madre,False,2
act_0402,ser_2669,Rebelde,False,1
act_0034,ser_2669,Antagonista Principal,False,1
act_0654,ser_2670,Antagonista Principal,True,6
act_0352,ser_2670,Soldado,True,1|2|3|4|5|7|8|9
act_0438,ser_2670,Amigo/a,False,9
act_0686,ser_2670,Rebelde,False,1|2|9
act_0632,ser_2670,Padre/Madre,False,1|2|5|6|8|9
act_0506,ser_2670,Médico,False,1|2|3|4|6|7|8|9
act_0287,ser_2670,Detective,False,3|4|6|7|8|9
act_0210,ser_2670,Mentor,False,2|4|5|7|9
act_0203,ser_2671,Profesor,True,3
act_0457,ser_2671,Mentor,True,2|3|4|5
act_0730,ser_2671,Soldado,False,2
act_0375,ser_2671,Antagonista Principal,False,1|2|3|4|5
act_0363,ser_2671,Médico,False,3|4
act_0036,ser_2671,Médico,False,1|3|4|5
act_0355,ser_2671,Protagonista B,False,1|4|5
act_0500,ser_2671,Hijo/a,False,1|2|3
act_0477,ser_2672,Líder,True,1|8|12
act_0244,ser_2672,Médico,True,1|5
act_0143,ser_2672,Líder,False,3|5
act_0497,ser_2672,Amigo/a,False,5|6|10
act_0151,ser_2672,Padre/Madre,False,2|3|4|5|7|9|10|12
act_0036,ser_2672,Hijo/a,False,6
act_0131,ser_2673,Hijo/a,True,1|2|3|4|5|6|7|8|9|10|11
act_0123,ser_2673,Mentor,True,2|3|4|6|7|9|11
act_0459,ser_2673,Médico,False,7|8|11
act_0318,ser_2674,Médico,True,5
act_0506,ser_2674,Protagonista B,True,1|2|3|4|5|6|7|8
act_0405,ser_2674,Espía,False,3|4
act_0310,ser_2674,Líder,False,2|5|7
act_0193,ser_2674,Rebelde,False,3|4|5|7
act_0559,ser_2674,Espía,False,1|4|5|6|7
act_0771,ser_2675,Líder,True,1|2|3|4|5
act_0418,ser_2675,Médico,True,3|5
act_0225,ser_2675,Líder,False,2|3|4
act_0288,ser_2676,Padre/Madre,True,1|2|3|6
act_0593,ser_2676,Espía,True,1|2|3|4|5|6|7|8
act_0672,ser_2676,Profesor,False,1|3|4|5|6|7|8
act_0536,ser_2676,Protagonista B,False,4|5
act_0157,ser_2676,Padre/Madre,False,1|2|3|4|5|6|8
act_0746,ser_2677,Hijo/a,True,1|2|5
act_0651,ser_2677,Espía,True,4|5
act_0440,ser_2677,Médico,False,4
act_0643,ser_2678,Antagonista Principal,True,1|2|6
act_0544,ser_2678,Rebelde,True,1|4|5|7|8
act_0364,ser_2678,Mentor,False,1|2|3|4|5|6|7|8|10|11|12
act_0183,ser_2678,Espía,False,1|3|7|8|9|10|11|12
act_0348,ser_2679,Amigo/a,True,1
act_0261,ser_2679,Antagonista Principal,True,2
act_0381,ser_2679,Espía,False,2
act_0036,ser_2679,Rebelde,False,2
act_0796,ser_2679,Rebelde,False,1|2
act_0238,ser_2679,Amigo/a,False,1|2
act_0458,ser_2680,Amigo/a,True,3|4|5|6
act_0465,ser_2680,Protagonista B,True,3|6
act_0185,ser_2680,Mentor,False,1|2|3|4|5|6
act_0605,ser_2680,Antagonista Principal,False,3|5
act_0638,ser_2681,Profesor,True,1|2|3|5|6
act_0726,ser_2681,Protagonista B,True,1|4|6
act_0354,ser_2681,Rebelde,False,1|2|3|4|5|6
act_0112,ser_2681,Profesor,False,3|4|6
act_0193,ser_2681,Detective,False,3|5|6
act_0241,ser_2681,Profesor,False,1|2|3|4|5|6
act_0501,ser_2682,Rebelde,True,2|4|5
act_0480,ser_2682,Rebelde,True,2|3|4|5|6|7|8|9
act_0265,ser_2682,Rebelde,False,1|2|4|6|7|8|9
act_0489,ser_2682,Espía,False,1|2|3|4|5|7|9
act_0255,ser_2682,Protagonista B,False,2|3|4|5|7|9
act_0366,ser_2682,Profesor,False,2|3|4|5|6|7|9
act_0622,ser_2682,Amigo/a,False,4|8
act_0592,ser_2683,Médico,True,1|2|3
act_0323,ser_2683,Protagonista A,True,1|3
act_0172,ser_2683,Mentor,False,2|3
act_0173,ser_2683,Médico,False,1|2|3
act_0622,ser_2684,Mentor,True,1
act_0398,ser_2684,Amigo/a,True,1
act_0493,ser_2684,Mentor,False,2
act_0096,ser_2684,Detective,False,1|2
act_0698,ser_2685,Detective,True,1|2|3|4|5
act_0675,ser_2685,Profesor,True,1|3|4|5
act_0507,ser_2685,Protagonista B,False,3|4
act_0019,ser_2685,Médico,False,4
act_0656,ser_2685,Hijo/a,False,4
act_0071,ser_2685,Espía,False,2|5
act_0313,ser_2686,Amigo/a,True,1|6|7
act_0214,ser_2686,Médico,True,3|4|5|7
act_0626,ser_2686,Padre/Madre,False,1|2|5|6|7
act_0506,ser_2686,Profesor,False,1|2|3|4|5|6|7
act_0404,ser_2687,Espía,True,1|2|3|4|6|7
act_0632,ser_2687,Espía,True,2
act_0787,ser_2687,Protagonista A,False,1|3|5|6|7
act_0254,ser_2687,Detective,False,4
act_0719,ser_2688,Rebelde,True,1|2
act_0473,ser_2688,Amigo/a,True,2
act_0671,ser_2688,Soldado,False,1|2
act_0284,ser_2688,Profesor,False,1|2
act_0094,ser_2688,Hijo/a,False,2
act_0657,ser_2688,Detective,False,1|2
act_0460,ser_2689,Profesor,True,1|2|3|4|5|6
act_0425,ser_2689,Padre/Madre,True,1|2|3|4|5|6
act_0468,ser_2689,Soldado,False,1|4|6
act_0396,ser_2690,Soldado,True,3|5|7|9|11|12
act_0126,ser_2690,Padre/Madre,True,1|2|3|4|5|8|9|10|11|12
act_0200,ser_2690,Líder,False,2|3|4|5|6|7|8|9|10|11|12
act_0231,ser_2690,Hijo/a,False,1|3|4|5|6|7|9|10|11|12
act_0292,ser_2691,Médico,True,1|2|3|4|5|6|7
act_0218,ser_2691,Soldado,True,7
act_0257,ser_2691,Hijo/a,False,4
act_0085,ser_2691,Protagonista B,False,1|2|3|4|5|6
act_0232,ser_2691,Rebelde,False,1|4|6
act_0692,ser_2692,Detective,True,1
act_0684,ser_2692,Líder,True,1
act_0259,ser_2692,Mentor,False,1
act_0140,ser_2692,Rebelde,False,1
act_0771,ser_2692,Antagonista Principal,False,1
act_0526,ser_2692,Hijo/a,False,1
act_0024,ser_2692,Líder,False,1
act_0569,ser_2693,Mentor,True,1|2|3
act_0271,ser_2693,Espía,True,4
act_0240,ser_2693,Amigo/a,False,2|4
act_0534,ser_2693,Espía,False,4
act_0373,ser_2693,Mentor,False,2
act_0707,ser_2694,Antagonista Principal,True,3
act_0551,ser_2694,Antagonista Principal,True,1|7|9
act_0274,ser_2694,Soldado,False,1|2|5|6|7|9
act_0394,ser_2694,Detective,False,1|2|4|7|8|9
act_0114,ser_2694,Médico,False,2|6|8|9
act_0630,ser_2694,Detective,False,1|4|9
act_0225,ser_2694,Mentor,False,1|2|3|4|5|6|7|8|9
act_0154,ser_2694,Protagonista A,False,1|2|3|5|6|7|8|9
act_0042,ser_2695,Líder,True,1
act_0727,ser_2695,Espía,True,1|2
act_0175,ser_2695,Rebelde,False,1
act_0121,ser_2695,Médico,False,1
act_0438,ser_2695,Amigo/a,False,2
act_0489,ser_2695,Rebelde,False,1|2
act_0023,ser_2695,Mentor,False,1|2
act_0167,ser_2695,Amigo/a,False,1|2
act_0002,ser_2696,Espía,True,1|6
act_0297,ser_2696,Espía,True,4|8
act_0549,ser_2696,Protagonista A,False,1|2|3|4|5|6|7
act_0166,ser_2696,Profesor,False,7|8|10
act_0379,ser_2697,Padre/Madre,True,3|5|9
act_0644,ser_2697,Antagonista Principal,True,1|2|3|4|5|6|7|8|9
act_0535,ser_2697,Rebelde,False,6
act_0437,ser_2697,Antagonista Principal,False,3|9
act_0152,ser_2697,Protagonista A,False,5|6|8
act_0046,ser_2698,Amigo/a,True,1|2|3|4|5|6
act_0263,ser_2698,Mentor,True,1|3|4|5
act_0516,ser_2698,Padre/Madre,False,2|5|6
act_0354,ser_2698,Líder,False,5|6
act_0329,ser_2698,Espía,False,1|2|3|4|5
act_0206,ser_2699,Antagonista Principal,True,1|2|4|6|7
act_0420,ser_2699,Protagonista A,True,2|5
act_0542,ser_2699,Amigo/a,False,1|2|3|4|5|6|7|8
act_0353,ser_2700,Protagonista A,True,2|5|7
act_0621,ser_2700,Detective,True,9
act_0383,ser_2700,Amigo/a,False,1|4|5|6|7|8|9|11
act_0495,ser_2700,Profesor,False,10|11
act_0195,ser_2700,Amigo/a,False,1|2|3|4|5|6|8|9|10|11
act_0043,ser_2701,Padre/Madre,True,1|2
act_0216,ser_2701,Detective,True,1|2|3
act_0712,ser_2701,Antagonista Principal,False,1|2|3
act_0258,ser_2701,Soldado,False,1|2|3
act_0058,ser_2701,Rebelde,False,1|2|3
act_0614,ser_2701,Padre/Madre,False,2
act_0548,ser_2702,Profesor,True,1|2|3|4
act_0779,ser_2702,Amigo/a,True,1|2|3|4
act_0475,ser_2702,Mentor,False,4
act_0796,ser_2702,Líder,False,1
act_0298,ser_2702,Espía,False,2|3|4
act_0539,ser_2702,Líder,False,1|2|4
act_0286,ser_2702,Profesor,False,2|3|4
act_0565,ser_2702,Protagonista B,False,2|3|4
act_0044,ser_2703,Soldado,True,2|5|6|7
act_0172,ser_2703,Detective,True,1|2|4
act_0069,ser_2703,Líder,False,1|3|4|5
act_0576,ser_2703,Profesor,False,1|2|4|5|6|7
act_0599,ser_2703,Detective,False,2|6
act_0380,ser_2704,Padre/Madre,True,1|6|9
act_0194,ser_2704,Profesor,True,1|2|3|4|5|6|7|8|9
act_0255,ser_2704,Detective,False,6|8
act_0409,ser_2705,Protagonista A,True,1|2|3|4|5
act_0484,ser_2705,Amigo/a,True,3
act_0339,ser_2705,Soldado,False,3|4|5
act_0181,ser_2706,Mentor,True,1|2|3
act_0061,ser_2706,Líder,True,1|3
act_0003,ser_2706,Médico,False,1
act_0560,ser_2706,Amigo/a,False,3
act_0675,ser_2707,Amigo/a,True,5|6|10|11|12
act_0333,ser_2707,Espía,True,2|3|4|7|8|12
act_0469,ser_2707,Profesor,False,3
act_0174,ser_2707,Rebelde,False,2|3|4|6|7|8|9|10|12
act_0071,ser_2707,Protagonista A,False,1|2|3|4|5|6|8|9|10|11|12
act_0430,ser_2708,Padre/Madre,True,2|3|4
act_0052,ser_2708,Profesor,True,4
act_0690,ser_2708,Antagonista Principal,False,1|2|3|5
act_0347,ser_2708,Hijo/a,False,2|5
act_0233,ser_2708,Mentor,False,3|5
act_0563,ser_2708,Antagonista Principal,False,3
act_0300,ser_2708,Hijo/a,False,4
act_0372,ser_2708,Rebelde,False,1|2|3|4|5
act_0319,ser_2709,Protagonista A,True,1|3|5|6|8|10
act_0257,ser_2709,Espía,True,3|8|10
act_0746,ser_2709,Padre/Madre,False,1|4|8|10
act_0709,ser_2709,Líder,False,1|3|4|5|6|7
act_0526,ser_2709,Protagonista B,False,1|2|5|6|7
act_0351,ser_2710,Padre/Madre,True,1
act_0528,ser_2710,Antagonista Principal,True,1
act_0553,ser_2710,Mentor,False,1
act_0584,ser_2710,Amigo/a,False,1
act_0092,ser_2710,Hijo/a,False,1
act_0409,ser_2710,Hijo/a,False,1
act_0109,ser_2710,Médico,False,1
act_0437,ser_2711,Médico,True,1|3|5|6|7
act_0403,ser_2711,Soldado,True,1|2|3|4|5|6|7
act_0544,ser_2711,Amigo/a,False,6
act_0378,ser_2711,Rebelde,False,1|2|3|4|5|6|7
act_0611,ser_2711,Hijo/a,False,1|5
act_0285,ser_2712,Soldado,True,3|6
act_0307,ser_2712,Amigo/a,True,1|5|6|7|8|9|11
act_0577,ser_2712,Mentor,False,1|5|8|10|12
act_0230,ser_2713,Rebelde,True,2
act_0103,ser_2713,Profesor,True,1
act_0252,ser_2713,Médico,False,2
act_0798,ser_2713,Hijo/a,False,1|2
act_0687,ser_2713,Detective,False,2
act_0642,ser_2714,Hijo/a,True,2|3|4
act_0311,ser_2714,Antagonista Principal,True,1|2|3
act_0760,ser_2714,Protagonista A,False,3
act_0778,ser_2714,Médico,False,1
act_0642,ser_2715,Protagonista B,True,1|4|5|6|7|8|10|11
act_0038,ser_2715,Soldado,True,5
act_0415,ser_2715,Protagonista B,False,4
act_0227,ser_2715,Antagonista Principal,False,1|2|3|4|5|6|7|8|9|10|11
act_0631,ser_2715,Padre/Madre,False,1|2|3|4|5|6|7|8|9|10|11
act_0331,ser_2716,Amigo/a,True,1|2|3|4|5|6|7|9
act_0594,ser_2716,Protagonista B,True,1|3|5|6|8|9
act_0632,ser_2716,Protagonista A,False,3|5|8|10
act_0275,ser_2716,Protagonista A,False,1|2|3|4|5|6|7|8|9|10
act_0227,ser_2716,Detective,False,1|3|4|5|6|7|8|9|10
act_0101,ser_2716,Rebelde,False,7|10
